District,Taluka,Year,NDVI,Red,Green,Blue,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,Green/Red_Ratio,Cluster
Bhandara District,Mohadi,2010,-0.0063,91.41,88.62,93.26,848.1598,0.0649,0.0127,0.9695,1
Bhandara District,Mohadi,2011,0.0494,93.62,102.09,106.07,486.1116,0.0809,0.0182,1.0905,0
Bhandara District,Mohadi,2012,0.0823,90.07,103.81,107.49,535.559,0.0915,0.0184,1.1526,0
Bhandara District,Mohadi,2013,0.0174,98.16,100.69,101.57,514.7335,0.081,0.0182,1.0257,0
Bhandara District,Mohadi,2014,0.1006,75.66,87.61,91.24,862.9438,0.0689,0.0141,1.158,0
Bhandara District,Mohadi,2015,0.1006,75.66,87.61,91.24,862.9438,0.0689,0.0141,1.158,0
Bhandara District,Mohadi,2016,-0.044,114.35,103.49,80.23,853.5729,0.0641,0.0122,0.905,1
Bhandara District,Mohadi,2017,-0.0479,111.82,100.51,85.68,967.1627,0.0608,0.0121,0.8989,1
Bhandara District,Mohadi,2018,-0.0952,138.91,115.09,97.4,675.5559,0.0714,0.0152,0.8285,2
Bhandara District,Mohadi,2019,0.0357,91.8,93.8,84.43,539.1244,0.0944,0.0148,1.0218,0
Bhandara District,Mohadi,2020,0.0596,72.67,79.0,79.52,645.3734,0.0864,0.0166,1.0872,0
Bhandara District,Mohadi,2021,0.029,92.42,94.62,88.17,992.903,0.0611,0.0124,1.0238,1
Bhandara District,Mohadi,2022,-0.0932,127.25,103.41,90.72,902.4507,0.0631,0.0122,0.8126,1
Bhandara District,Mohadi,2023,-0.0877,121.23,101.14,88.47,902.811,0.0634,0.0123,0.8343,1
Bhandara District,Mohadi,2024,-0.0063,91.41,88.62,93.26,848.1598,0.0649,0.0127,0.9695,1
Bhandara District,Pauni,2010,0.0453,86.29,88.71,85.12,859.8452,0.0896,0.0134,1.0281,0
Bhandara District,Pauni,2011,0.0199,90.43,87.62,82.86,1229.3745,0.0833,0.0114,0.9689,1
Bhandara District,Pauni,2012,0.0268,99.99,99.28,95.47,862.3964,0.0932,0.012,0.9928,0
Bhandara District,Pauni,2013,0.0933,85.05,97.0,102.83,626.2045,0.1126,0.0156,1.1404,0
Bhandara District,Pauni,2014,0.0319,105.42,108.35,110.85,734.148,0.0922,0.0128,1.0279,2
Bhandara District,Pauni,2015,0.0612,94.64,100.65,100.63,970.6564,0.0994,0.013,1.0635,0
Bhandara District,Pauni,2016,-0.0601,136.21,120.06,92.49,888.1958,0.0883,0.0132,0.8814,2
Bhandara District,Pauni,2017,-0.063,138.32,121.2,92.87,895.6548,0.0915,0.0132,0.8762,2
Bhandara District,Pauni,2018,-0.0255,114.31,105.23,91.77,938.2265,0.0921,0.0111,0.9206,2
Bhandara District,Pauni,2019,0.0153,84.17,82.36,77.06,1140.98,0.0968,0.0126,0.9786,1
Bhandara District,Pauni,2020,0.0921,100.64,103.31,99.16,1154.704,0.0895,0.0115,1.0266,0
Bhandara District,Pauni,2021,0.0399,88.42,89.23,84.2,852.4089,0.0885,0.0116,1.0092,0
Bhandara District,Pauni,2022,0.0815,83.44,90.18,81.89,1294.1945,0.0824,0.0116,1.0807,0
Bhandara District,Pauni,2023,0.0325,92.46,91.81,82.98,1038.2777,0.1022,0.0123,0.993,0
Bhandara District,Pauni,2024,0.0189,90.76,87.85,83.11,1203.5047,0.083,0.0113,0.9679,1
Bhandara District,Sakoli,2010,-0.0689,125.75,103.54,85.63,1320.4336,0.0568,0.0096,0.8233,1
Bhandara District,Sakoli,2011,0.0893,108.32,118.75,117.56,730.9741,0.0775,0.0117,1.0963,2
Bhandara District,Sakoli,2012,0.0056,123.77,119.46,112.3,807.8702,0.0775,0.0113,0.9652,2
Bhandara District,Sakoli,2013,-0.0016,113.94,110.14,105.4,766.6254,0.0763,0.0117,0.9666,2
Bhandara District,Sakoli,2014,0.0893,108.32,118.75,117.56,730.9741,0.0775,0.0117,1.0963,2
Bhandara District,Sakoli,2015,-0.0685,148.0,128.79,110.75,724.1517,0.0745,0.012,0.8702,2
Bhandara District,Sakoli,2016,0.1211,87.33,105.56,105.09,667.6366,0.0881,0.0143,1.2088,0
Bhandara District,Sakoli,2017,0.0213,105.52,107.56,106.07,675.9656,0.0763,0.0129,1.0193,2
Bhandara District,Sakoli,2018,-0.0689,125.75,103.54,85.63,1320.4336,0.0568,0.0096,0.8233,1
Bhandara District,Sakoli,2019,0.0717,84.4,91.72,92.79,934.6726,0.068,0.0121,1.0867,0
Bhandara District,Sakoli,2020,-0.0799,110.37,91.09,77.24,886.7704,0.0745,0.0113,0.8253,1
Bhandara District,Sakoli,2021,0.0405,87.56,89.52,89.17,803.1447,0.0771,0.0126,1.0224,0
Bhandara District,Sakoli,2022,0.0543,88.11,92.17,91.48,814.1083,0.0767,0.0123,1.046,0
Bhandara District,Sakoli,2023,0.0543,88.11,92.17,91.48,814.1083,0.0767,0.0123,1.046,0
Bhandara District,Sakoli,2024,-0.0394,106.17,96.61,100.3,758.6187,0.0701,0.012,0.9099,1
Bhandara District,Tumsar,2010,0.0159,92.39,93.89,87.85,768.988,0.0773,0.015,1.0162,0
Bhandara District,Tumsar,2011,0.0115,90.8,91.52,84.42,816.9727,0.0714,0.0145,1.0078,0
Bhandara District,Tumsar,2012,0.0862,89.57,103.47,108.99,669.596,0.0884,0.0161,1.1553,0
Bhandara District,Tumsar,2013,0.0862,89.57,103.47,108.99,669.596,0.0884,0.0161,1.1553,0
Bhandara District,Tumsar,2014,0.0277,94.16,95.89,97.61,1280.6326,0.055,0.0099,1.0183,1
Bhandara District,Tumsar,2015,-0.0417,122.41,109.66,93.59,1106.0948,0.057,0.0097,0.8958,2
Bhandara District,Tumsar,2016,-0.0657,125.89,109.58,91.94,1085.848,0.0566,0.01,0.8704,2
Bhandara District,Tumsar,2017,-0.0494,121.9,109.92,95.71,1247.6226,0.052,0.0103,0.9017,2
Bhandara District,Tumsar,2018,-0.0838,140.57,118.85,103.07,860.4239,0.0661,0.0125,0.8455,2
Bhandara District,Tumsar,2019,-0.0255,91.79,85.8,91.01,566.384,0.0837,0.0146,0.9348,1
Bhandara District,Tumsar,2020,0.0181,87.38,88.41,86.78,876.2793,0.0796,0.0149,1.0118,0
Bhandara District,Tumsar,2021,0.0274,99.84,101.42,95.17,1296.176,0.0562,0.0101,1.0158,1
Bhandara District,Tumsar,2022,0.0015,94.63,92.06,84.56,1263.1706,0.0581,0.0103,0.9728,1
Bhandara District,Tumsar,2023,0.0213,93.69,93.65,85.88,1232.935,0.0604,0.0104,0.9996,1
Bhandara District,Tumsar,2024,0.0101,93.42,92.9,95.58,1072.5848,0.0562,0.0111,0.9945,1
Buldhana District,Buldhana,2010,-0.0185,112.44,101.28,94.33,610.6993,0.0691,0.0102,0.9008,2
Buldhana District,Buldhana,2011,-0.0185,112.44,101.28,94.33,610.6993,0.0691,0.0102,0.9008,2
Buldhana District,Buldhana,2012,-0.0386,122.8,108.87,100.12,427.7683,0.0882,0.0114,0.8866,2
Buldhana District,Buldhana,2013,-0.0138,109.22,106.05,102.6,1003.2175,0.0625,0.0102,0.971,2
Buldhana District,Buldhana,2014,-0.0318,105.16,99.38,94.3,945.0711,0.0673,0.0106,0.945,1
Buldhana District,Buldhana,2015,-0.1338,84.65,67.86,59.09,637.1363,0.0983,0.0149,0.8017,1
Buldhana District,Buldhana,2016,0.0189,105.23,107.26,108.09,1063.9988,0.0615,0.0093,1.0193,2
Buldhana District,Buldhana,2017,-0.0802,114.75,99.71,90.51,1215.9075,0.0588,0.0096,0.869,1
Buldhana District,Buldhana,2018,-0.068,105.67,91.23,92.21,1056.2148,0.0618,0.0107,0.8634,1
Buldhana District,Buldhana,2019,-0.0269,73.86,68.84,68.08,1670.4902,0.0679,0.011,0.9321,1
Buldhana District,Buldhana,2020,-0.0273,126.52,119.93,102.41,301.5447,0.1309,0.0233,0.9479,0
Buldhana District,Buldhana,2021,-0.0596,119.57,106.27,104.9,986.513,0.0633,0.0105,0.8888,2
Buldhana District,Buldhana,2022,-0.0658,107.0,94.34,91.9,1190.6615,0.0608,0.01,0.8817,1
Buldhana District,Buldhana,2023,0.0526,93.42,99.29,98.11,1065.5328,0.0713,0.0116,1.0628,0
Buldhana District,Buldhana,2024,-0.0165,100.75,96.95,94.15,1185.3194,0.0627,0.0101,0.9624,1
Buldhana District,Chikhli,2010,-0.0586,109.24,98.92,87.03,901.8292,0.0617,0.01,0.9056,1
Buldhana District,Chikhli,2011,-0.0586,109.24,98.92,87.03,901.8292,0.0617,0.01,0.9056,1
Buldhana District,Chikhli,2012,-0.0586,109.24,98.92,87.03,901.8292,0.0617,0.01,0.9056,1
Buldhana District,Chikhli,2013,0.0271,103.86,108.56,108.43,490.8116,0.0886,0.0159,1.0452,0
Buldhana District,Chikhli,2014,-0.0598,81.73,72.26,59.65,546.9971,0.0906,0.0143,0.8841,1
Buldhana District,Chikhli,2015,-0.0598,81.73,72.26,59.65,546.9971,0.0906,0.0143,0.8841,1
Buldhana District,Chikhli,2016,-0.0144,86.58,83.42,86.48,986.251,0.0617,0.0103,0.9635,1
Buldhana District,Chikhli,2017,-0.1063,116.35,96.64,85.92,1324.6137,0.0551,0.0089,0.8306,1
Buldhana District,Chikhli,2018,-0.0188,106.73,96.09,87.85,1145.0683,0.059,0.0096,0.9003,1
Buldhana District,Chikhli,2019,-0.0357,100.56,93.45,91.41,929.4309,0.065,0.0122,0.9293,1
Buldhana District,Chikhli,2020,-0.0368,117.67,109.44,90.18,250.9818,0.1266,0.0224,0.9301,0
Buldhana District,Chikhli,2021,-0.073,122.51,105.19,96.25,904.1515,0.0658,0.0119,0.8586,2
Buldhana District,Chikhli,2022,-0.0782,98.84,85.87,76.07,1232.3451,0.0548,0.0095,0.8688,1
Buldhana District,Chikhli,2023,-0.0265,88.78,83.77,82.16,911.5108,0.0666,0.0112,0.9436,1
Buldhana District,Chikhli,2024,-0.0206,92.14,86.91,83.53,846.8129,0.0671,0.0123,0.9433,1
Buldhana District,Deulgaon Raja,2010,-0.0171,113.73,102.72,93.44,399.0481,0.0906,0.0124,0.9032,2
Buldhana District,Deulgaon Raja,2011,0.0623,103.97,110.19,105.4,940.3292,0.061,0.01,1.0598,2
Buldhana District,Deulgaon Raja,2012,0.0461,108.12,110.67,104.64,859.3519,0.0646,0.0102,1.0236,2
Buldhana District,Deulgaon Raja,2013,-0.0193,125.92,117.0,107.53,871.867,0.0624,0.011,0.9292,2
Buldhana District,Deulgaon Raja,2014,0.0507,92.32,95.69,94.24,915.2565,0.0646,0.0104,1.0365,0
Buldhana District,Deulgaon Raja,2015,0.0042,105.45,103.68,100.31,796.3812,0.075,0.0104,0.9832,2
Buldhana District,Deulgaon Raja,2016,0.0042,105.45,103.68,100.31,796.3812,0.075,0.0104,0.9832,2
Buldhana District,Deulgaon Raja,2017,-0.1216,134.68,107.38,95.84,1075.0373,0.0594,0.0102,0.7973,2
Buldhana District,Deulgaon Raja,2018,-0.1216,134.68,107.38,95.84,1075.0373,0.0594,0.0102,0.7973,2
Buldhana District,Deulgaon Raja,2019,-0.0364,118.04,109.1,102.31,1118.5829,0.0509,0.0097,0.9243,2
Buldhana District,Deulgaon Raja,2020,-0.0148,114.34,110.64,104.62,960.7686,0.0772,0.0133,0.9677,2
Buldhana District,Deulgaon Raja,2021,-0.012,113.18,108.2,100.69,1173.2429,0.0622,0.0091,0.9559,2
Buldhana District,Deulgaon Raja,2022,-0.0212,107.51,102.31,92.84,1148.271,0.052,0.0092,0.9516,1
Buldhana District,Deulgaon Raja,2023,-0.0009,81.14,76.64,75.78,1086.8644,0.0677,0.0115,0.9445,1
Buldhana District,Deulgaon Raja,2024,0.0097,83.11,80.8,79.76,1091.0468,0.0686,0.0121,0.9722,1
Buldhana District,Jalgaon (Jamod),2010,-0.0197,105.92,101.24,96.64,272.4445,0.1182,0.0193,0.9559,0
Buldhana District,Jalgaon (Jamod),2011,-0.0149,97.7,93.43,80.71,487.24,0.1111,0.0193,0.9562,0
Buldhana District,Jalgaon (Jamod),2012,-0.0149,97.7,93.43,80.71,487.24,0.1111,0.0193,0.9562,0
Buldhana District,Jalgaon (Jamod),2013,-0.0091,128.23,125.31,118.82,344.968,0.1338,0.0204,0.9772,2
Buldhana District,Jalgaon (Jamod),2014,0.1037,91.47,104.74,109.85,661.6483,0.0838,0.0125,1.1451,0
Buldhana District,Jalgaon (Jamod),2015,0.1037,91.47,104.74,109.85,661.6483,0.0838,0.0125,1.1451,0
Buldhana District,Jalgaon (Jamod),2016,-0.091,116.41,97.69,83.92,791.2282,0.0799,0.012,0.8392,1
Buldhana District,Jalgaon (Jamod),2017,-0.0157,106.6,100.88,98.66,851.1077,0.0777,0.0135,0.9463,2
Buldhana District,Jalgaon (Jamod),2018,-0.0368,121.31,109.83,100.42,1091.5912,0.066,0.011,0.9054,2
Buldhana District,Jalgaon (Jamod),2019,-0.0664,138.58,119.41,112.97,970.9283,0.0698,0.012,0.8617,2
Buldhana District,Jalgaon (Jamod),2020,-0.0843,118.95,98.54,96.28,798.949,0.0738,0.0116,0.8284,1
Buldhana District,Jalgaon (Jamod),2021,-0.0207,107.13,98.17,94.63,921.5909,0.0751,0.012,0.9164,1
Buldhana District,Jalgaon (Jamod),2022,0.1299,83.31,103.43,99.93,699.6097,0.099,0.0179,1.2415,0
Buldhana District,Jalgaon (Jamod),2023,0.1259,75.37,93.44,99.78,577.4567,0.0995,0.0187,1.2398,0
Buldhana District,Khamgaon,2011,-0.0112,124.45,120.34,120.62,674.565,0.0803,0.0126,0.967,2
Buldhana District,Khamgaon,2012,-0.0679,142.35,124.37,109.66,800.5494,0.0724,0.011,0.8737,2
Buldhana District,Khamgaon,2013,-0.0175,107.75,103.22,99.54,882.712,0.0679,0.0103,0.958,2
Buldhana District,Khamgaon,2014,0.0044,123.11,123.1,123.9,614.0173,0.0791,0.0132,0.9999,2
Buldhana District,Khamgaon,2015,0.0044,123.11,123.1,123.9,614.0173,0.0791,0.0132,0.9999,2
Buldhana District,Khamgaon,2016,0.0044,123.11,123.1,123.9,614.0173,0.0791,0.0132,0.9999,2
Buldhana District,Khamgaon,2017,-0.0797,130.89,111.45,102.37,1033.2748,0.0616,0.0105,0.8515,2
Buldhana District,Khamgaon,2018,-0.1022,119.4,97.63,88.3,941.2146,0.0656,0.0113,0.8177,1
Buldhana District,Khamgaon,2019,-0.0267,104.08,96.96,95.0,1101.6653,0.0579,0.01,0.9317,1
Buldhana District,Khamgaon,2020,0.0319,79.27,81.66,90.48,737.2232,0.097,0.0174,1.0301,0
Buldhana District,Khamgaon,2021,-0.0659,123.92,107.63,98.95,1093.6046,0.0599,0.0104,0.8686,2
Buldhana District,Khamgaon,2022,-0.0671,108.31,93.73,86.43,875.0453,0.073,0.0122,0.8654,1
Buldhana District,Khamgaon,2023,0.0362,96.21,100.27,102.0,1047.357,0.0706,0.0132,1.0421,0
Buldhana District,Khamgaon,2024,-0.0644,102.38,90.58,87.42,967.3401,0.0657,0.0114,0.8847,1
Buldhana District,Lonar,2010,-0.0324,105.22,96.11,95.57,834.0793,0.0808,0.0119,0.9134,1
Buldhana District,Lonar,2011,0.0499,109.28,113.37,109.74,825.6041,0.09,0.0121,1.0374,2
Buldhana District,Lonar,2012,0.0247,116.43,114.9,105.92,831.9449,0.0879,0.0116,0.9868,2
Buldhana District,Lonar,2013,-0.0236,123.07,113.13,106.68,906.0705,0.0779,0.0108,0.9193,2
Buldhana District,Lonar,2014,0.0424,106.44,109.96,109.07,622.7912,0.0922,0.0124,1.0331,0
Buldhana District,Lonar,2015,-0.1417,144.55,107.17,93.56,857.508,0.079,0.0116,0.7414,2
Buldhana District,Lonar,2016,-0.1417,144.55,107.17,93.56,857.508,0.079,0.0116,0.7414,2
Buldhana District,Lonar,2017,-0.1156,124.88,99.6,86.85,916.3108,0.0739,0.0107,0.7976,1
Buldhana District,Lonar,2018,-0.1156,124.88,99.6,86.85,916.3108,0.0739,0.0107,0.7976,1
Buldhana District,Lonar,2019,-0.0868,121.17,103.74,90.64,1077.9233,0.0634,0.0092,0.8562,1
Buldhana District,Lonar,2020,-0.057,111.97,99.37,88.26,989.0155,0.0679,0.01,0.8875,1
Buldhana District,Lonar,2021,-0.0369,115.84,105.91,94.64,934.2344,0.0681,0.0103,0.9144,2
Buldhana District,Lonar,2022,0.0475,103.22,105.44,96.09,877.728,0.0782,0.012,1.0216,0
Buldhana District,Lonar,2023,0.0746,93.52,99.48,86.53,857.6206,0.0807,0.0117,1.0637,0
Buldhana District,Lonar,2024,0.0846,90.97,100.04,92.25,787.0346,0.0865,0.0132,1.0997,0
Buldhana District,Malkapur,2010,-0.0057,106.08,104.16,108.35,650.4432,0.0827,0.0123,0.9819,2
Buldhana District,Malkapur,2011,-0.0043,106.55,104.76,108.57,656.2811,0.0825,0.0121,0.9832,2
Buldhana District,Malkapur,2012,0.0393,98.95,105.34,99.11,358.6032,0.1233,0.0216,1.0645,0
Buldhana District,Malkapur,2013,-0.035,100.41,94.05,97.02,751.0887,0.0836,0.0107,0.9367,1
Buldhana District,Malkapur,2014,-0.0159,93.72,91.11,88.78,434.0655,0.1082,0.0166,0.9721,0
Buldhana District,Malkapur,2015,-0.0159,93.72,91.11,88.78,434.0655,0.1082,0.0166,0.9721,0
Buldhana District,Malkapur,2016,-0.0834,101.82,88.83,90.77,424.9921,0.1292,0.0162,0.8725,0
Buldhana District,Malkapur,2017,-0.0942,111.32,94.26,91.21,862.1022,0.0752,0.011,0.8468,1
Buldhana District,Malkapur,2018,-0.0552,102.89,91.57,80.92,751.5502,0.0821,0.0123,0.89,1
Buldhana District,Malkapur,2019,-0.1297,95.75,77.05,64.12,748.1472,0.0872,0.0113,0.8047,1
Buldhana District,Malkapur,2020,-0.031,123.08,115.84,100.3,206.1945,0.1737,0.0277,0.9412,0
Buldhana District,Malkapur,2021,-0.101,119.3,98.45,96.96,758.4122,0.08,0.0134,0.8253,1
Buldhana District,Malkapur,2022,-0.0971,96.48,82.11,71.75,910.7959,0.0809,0.0114,0.851,1
Buldhana District,Malkapur,2023,-0.0292,82.28,78.3,83.87,832.9295,0.1008,0.0141,0.9516,1
Buldhana District,Malkapur,2024,-0.0415,90.23,84.06,87.8,875.8072,0.0849,0.012,0.9316,1
Buldhana District,Mehkar,2010,-0.0402,128.48,116.42,103.09,272.9898,0.1577,0.0172,0.9061,2
Buldhana District,Mehkar,2011,-0.0402,128.48,116.42,103.09,272.9898,0.1577,0.0172,0.9061,2
Buldhana District,Mehkar,2012,-0.0513,137.13,123.47,102.22,984.6038,0.0862,0.011,0.9004,2
Buldhana District,Mehkar,2013,0.0328,91.44,93.62,97.05,1012.7903,0.0842,0.0104,1.0238,0
Buldhana District,Mehkar,2014,0.031,114.13,118.75,117.19,770.9373,0.0934,0.0142,1.0404,2
Buldhana District,Mehkar,2015,0.031,114.13,118.75,117.19,770.9373,0.0934,0.0142,1.0404,2
Buldhana District,Mehkar,2016,0.0301,114.3,118.73,117.1,776.591,0.0932,0.0142,1.0388,2
Buldhana District,Mehkar,2017,-0.0115,121.87,111.52,98.82,1464.7785,0.0718,0.009,0.9151,2
Buldhana District,Mehkar,2018,-0.0096,116.45,108.17,98.04,1379.4919,0.0698,0.0093,0.9289,2
Buldhana District,Mehkar,2019,-0.0715,120.48,105.67,93.37,1137.4685,0.0787,0.0103,0.8771,1
Buldhana District,Mehkar,2020,-0.0708,112.23,97.92,86.37,1293.6496,0.0813,0.0112,0.8725,1
Buldhana District,Mehkar,2021,-0.0245,122.95,114.35,109.79,1228.4244,0.0799,0.0111,0.93,2
Buldhana District,Mehkar,2022,0.0086,99.26,98.0,97.68,1168.8433,0.0833,0.0137,0.9873,1
Buldhana District,Mehkar,2023,-0.0117,119.45,114.61,107.8,1609.072,0.0665,0.0098,0.9595,2
Buldhana District,Mehkar,2024,-0.0117,119.45,114.61,107.8,1609.072,0.0665,0.0098,0.9595,2
Buldhana District,Motala,2010,0.0397,94.13,99.11,96.63,655.6006,0.0865,0.0134,1.0528,0
Buldhana District,Motala,2011,0.0397,94.13,99.11,96.63,655.6006,0.0865,0.0134,1.0528,0
Buldhana District,Motala,2012,0.0397,94.13,99.11,96.63,655.6006,0.0865,0.0134,1.0528,0
Buldhana District,Motala,2013,-0.0427,103.55,94.57,97.43,697.6798,0.0787,0.0099,0.9132,1
Buldhana District,Motala,2014,-0.0354,89.93,83.91,78.74,481.7717,0.0951,0.0157,0.933,0
Buldhana District,Motala,2015,-0.1167,92.64,75.96,73.28,354.1538,0.1215,0.0165,0.82,1
Buldhana District,Motala,2016,-0.016,95.55,90.62,94.46,848.5006,0.0754,0.0101,0.9483,1
Buldhana District,Motala,2017,-0.1115,117.4,96.09,88.76,831.9329,0.0718,0.0112,0.8185,1
Buldhana District,Motala,2018,-0.1115,117.4,96.09,88.76,831.9329,0.0718,0.0112,0.8185,1
Buldhana District,Motala,2019,-0.2071,91.21,67.35,53.66,792.5684,0.0781,0.0111,0.7384,1
Buldhana District,Motala,2020,-0.0375,123.5,114.59,97.57,210.6952,0.15,0.024,0.9279,0
Buldhana District,Motala,2021,-0.1059,122.84,99.59,94.88,709.2013,0.0743,0.0128,0.8107,1
Buldhana District,Motala,2022,-0.104,103.91,84.59,76.55,670.4686,0.0839,0.0129,0.814,1
Buldhana District,Motala,2023,0.105,78.91,91.76,98.49,636.0175,0.0936,0.0163,1.1629,0
Buldhana District,Nandura,2010,-0.0159,91.79,88.63,86.86,619.8729,0.0947,0.0146,0.9655,0
Buldhana District,Nandura,2011,-0.0159,91.79,88.63,86.86,619.9282,0.0946,0.0146,0.9655,0
Buldhana District,Nandura,2012,-0.0159,91.79,88.63,86.86,619.9282,0.0946,0.0146,0.9655,0
Buldhana District,Nandura,2013,0.0076,67.35,67.66,77.15,743.9979,0.1097,0.014,1.0046,0
Buldhana District,Nandura,2014,-0.0129,89.98,89.21,87.95,441.1377,0.1155,0.0167,0.9914,0
Buldhana District,Nandura,2015,-0.0129,89.98,89.21,87.95,441.1587,0.1155,0.0167,0.9914,0
Buldhana District,Nandura,2016,0.0095,81.26,81.41,90.33,778.9013,0.1015,0.0128,1.0018,0
Buldhana District,Nandura,2017,-0.1217,107.07,86.29,80.36,942.1116,0.0736,0.0111,0.806,1
Buldhana District,Nandura,2018,-0.1217,107.07,86.29,80.36,942.1126,0.0736,0.0111,0.806,1
Buldhana District,Nandura,2019,-0.199,97.09,71.3,66.13,708.6137,0.0955,0.0125,0.7343,1
Buldhana District,Nandura,2020,-0.1989,97.08,71.3,66.13,709.423,0.0955,0.0125,0.7344,1
Buldhana District,Nandura,2021,-0.0666,98.83,85.8,81.05,937.4312,0.0779,0.0126,0.8681,1
Buldhana District,Nandura,2022,0.0689,87.74,96.96,106.41,693.9644,0.0909,0.0154,1.1051,0
Buldhana District,Nandura,2023,-0.0503,83.62,77.46,80.12,823.1314,0.109,0.0135,0.9264,1
Buldhana District,Sangrampur,2010,-0.0354,99.5,92.23,87.37,145.7424,0.1902,0.0299,0.9269,0
Buldhana District,Sangrampur,2011,-0.0354,99.5,92.23,87.37,145.7424,0.1902,0.0299,0.9269,0
Buldhana District,Sangrampur,2012,0.0183,91.85,94.82,83.14,398.1611,0.1411,0.0197,1.0323,0
Buldhana District,Sangrampur,2013,0.0448,98.56,104.53,105.15,477.5999,0.1035,0.0158,1.0605,0
Buldhana District,Sangrampur,2014,0.0482,102.25,108.5,114.96,603.9121,0.0846,0.0132,1.0611,0
Buldhana District,Sangrampur,2015,0.0482,102.25,108.5,114.96,603.9121,0.0846,0.0132,1.0611,0
Buldhana District,Sangrampur,2016,-0.0184,100.13,96.04,103.56,574.9097,0.0894,0.0131,0.9591,0
Buldhana District,Sangrampur,2017,0.0243,117.27,121.95,119.44,468.3522,0.1018,0.0143,1.0399,2
Buldhana District,Sangrampur,2018,-0.0877,138.42,116.37,108.12,886.6234,0.0781,0.0116,0.8406,2
Buldhana District,Sangrampur,2019,-0.0877,138.42,116.37,108.12,886.6234,0.0781,0.0116,0.8406,2
Buldhana District,Sangrampur,2020,0.0421,91.12,96.89,93.49,578.1082,0.0991,0.019,1.0634,0
Buldhana District,Sangrampur,2021,-0.0819,107.06,89.85,87.49,663.7156,0.0864,0.0145,0.8393,1
Buldhana District,Sangrampur,2022,0.0363,87.97,91.39,93.75,528.9665,0.0996,0.0172,1.0389,0
Buldhana District,Sangrampur,2023,0.0363,87.97,91.39,93.75,528.9665,0.0996,0.0172,1.0389,0
Buldhana District,Sangrampur,2024,-0.0328,92.37,86.49,89.02,624.679,0.0978,0.0141,0.9363,1
Buldhana District,Shegaon,2010,-0.0464,107.87,100.06,95.12,745.1787,0.0838,0.0118,0.9276,1
Buldhana District,Shegaon,2011,-0.0464,107.87,100.06,95.12,745.1787,0.0838,0.0118,0.9276,1
Buldhana District,Shegaon,2012,-0.0097,98.79,95.9,94.97,720.9622,0.0914,0.0112,0.9708,1
Buldhana District,Shegaon,2013,-0.1324,146.29,112.24,96.26,816.6936,0.0814,0.0111,0.7673,2
Buldhana District,Shegaon,2014,-0.0097,98.79,95.9,94.97,720.9622,0.0914,0.0112,0.9708,1
Buldhana District,Shegaon,2015,-0.0114,99.83,96.67,95.82,685.9313,0.0993,0.012,0.9683,0
Buldhana District,Shegaon,2016,-0.0715,129.57,111.12,100.63,779.9317,0.0894,0.0115,0.8576,2
Buldhana District,Shegaon,2017,-0.0597,123.91,108.88,103.36,878.1429,0.0785,0.0118,0.8787,2
Buldhana District,Shegaon,2018,-0.0388,115.11,103.91,94.99,896.2638,0.0808,0.0119,0.9028,2
Buldhana District,Shegaon,2019,-0.0742,97.9,86.56,79.98,823.0025,0.0939,0.0122,0.8842,1
Buldhana District,Shegaon,2020,-0.031,109.41,100.01,93.35,903.5055,0.0862,0.0111,0.9141,1
Buldhana District,Shegaon,2021,-0.0749,114.04,98.37,95.16,823.193,0.0858,0.0129,0.8626,1
Buldhana District,Shegaon,2022,-0.1235,134.55,106.45,89.66,696.3449,0.101,0.0156,0.7911,2
Buldhana District,Shegaon,2023,0.0694,84.55,93.2,98.28,837.7556,0.0895,0.0146,1.1022,0
Buldhana District,Shegaon,2024,0.0742,84.42,93.8,99.23,833.0869,0.0893,0.0146,1.1111,0
Buldhana District,Sindkhed Raja,2010,-0.0147,114.13,102.5,93.44,278.1201,0.1146,0.0135,0.898,0
Buldhana District,Sindkhed Raja,2011,0.0662,103.28,109.14,102.28,831.2812,0.0684,0.0101,1.0568,2
Buldhana District,Sindkhed Raja,2012,0.0662,103.28,109.14,102.28,831.2812,0.0684,0.0101,1.0568,2
Buldhana District,Sindkhed Raja,2013,0.0662,103.28,109.14,102.28,831.2812,0.0684,0.0101,1.0568,2
Buldhana District,Sindkhed Raja,2014,0.0168,99.88,98.15,95.72,872.9426,0.0665,0.0105,0.9828,1
Buldhana District,Sindkhed Raja,2015,-0.0141,92.01,87.46,81.77,627.2828,0.0805,0.0124,0.9505,1
Buldhana District,Sindkhed Raja,2016,-0.0885,140.15,116.56,94.1,924.9981,0.0636,0.0098,0.8317,2
Buldhana District,Sindkhed Raja,2017,-0.1494,124.44,94.76,90.47,990.2962,0.0633,0.0107,0.7615,1
Buldhana District,Sindkhed Raja,2018,-0.1494,124.44,94.76,90.47,990.2962,0.0633,0.0107,0.7615,1
Buldhana District,Sindkhed Raja,2019,-0.103,142.88,117.35,102.9,1077.3476,0.0588,0.01,0.8213,2
Buldhana District,Sindkhed Raja,2020,-0.0607,135.27,119.65,107.48,602.3088,0.1409,0.0269,0.8845,2
Buldhana District,Sindkhed Raja,2021,-0.0186,100.53,92.05,85.21,1019.239,0.0775,0.0099,0.9157,1
