District,Taluka,Year,NDVI,Red,Green,Blue,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,Green/Red_Ratio,Cluster
Kolhapur District,Kagal,2017,-0.0562,144.23,126.81,112.32,390.2278,0.1083,0.0147,0.8792,2
Kolhapur District,Kagal,2018,-0.0976,97.82,78.9,74.49,589.9034,0.0907,0.0124,0.8066,1
Kolhapur District,Kagal,2019,-0.1252,123.26,94.42,82.81,810.0899,0.081,0.0115,0.766,1
Kolhapur District,Kagal,2020,-0.0439,102.61,88.33,80.57,864.1007,0.0803,0.0114,0.8608,1
Kolhapur District,Kagal,2021,0.0258,94.94,94.33,94.52,707.9056,0.0807,0.0121,0.9937,0
Kolhapur District,Kagal,2022,-0.0346,92.88,83.02,78.98,672.9342,0.0889,0.0127,0.8939,1
Kolhapur District,Kagal,2023,0.0002,85.66,81.18,78.35,685.0146,0.0889,0.0128,0.9477,1
Kolhapur District,Kagal,2024,-0.0291,86.89,78.1,80.23,732.6573,0.0839,0.0119,0.8988,1
Kolhapur District,Panhala,2010,-0.0292,109.87,98.86,86.57,227.7277,0.1206,0.0156,0.8998,0
Kolhapur District,Panhala,2011,-0.0292,109.84,98.82,86.55,228.332,0.1204,0.0156,0.8997,0
Kolhapur District,Panhala,2012,-0.0292,109.84,98.82,86.55,228.332,0.1204,0.0156,0.8997,0
Kolhapur District,Panhala,2013,-0.1155,159.0,127.02,116.66,764.7607,0.0644,0.0116,0.7989,2
Kolhapur District,Panhala,2014,-0.0772,99.95,83.85,81.48,904.0023,0.0579,0.01,0.8389,1
Kolhapur District,Panhala,2015,-0.085,129.45,111.63,104.08,474.905,0.093,0.0122,0.8623,2
Kolhapur District,Panhala,2016,-0.1156,94.44,74.74,61.11,455.3869,0.0887,0.0152,0.7915,1
Kolhapur District,Panhala,2017,-0.1431,148.2,113.42,94.47,1067.2477,0.0558,0.0095,0.7653,2
Kolhapur District,Panhala,2018,-0.0424,133.24,120.71,110.5,1071.332,0.1017,0.015,0.9059,2
Kolhapur District,Panhala,2019,-0.063,119.17,102.5,88.17,1223.0637,0.0506,0.0084,0.8601,1
Kolhapur District,Panhala,2020,-0.0114,98.43,91.1,80.8,1226.5874,0.0503,0.0085,0.9256,1
Kolhapur District,Panhala,2021,0.0717,70.19,74.62,77.89,484.2822,0.0824,0.015,1.0631,0
Kolhapur District,Panhala,2022,-0.0899,119.27,98.48,94.81,1046.1648,0.0531,0.0099,0.8257,1
Kolhapur District,Panhala,2023,0.0293,79.85,78.71,79.41,807.8165,0.0646,0.0116,0.9858,1
Kolhapur District,Panhala,2024,-0.0533,104.45,91.13,86.09,1067.8829,0.0528,0.0091,0.8724,1
Kolhapur District,Radhanagari,2010,0.0451,86.77,87.54,78.9,176.1467,0.1806,0.021,1.0089,0
Kolhapur District,Radhanagari,2011,-0.0108,102.24,98.24,96.67,659.4465,0.0854,0.0135,0.9609,0
Kolhapur District,Radhanagari,2012,-0.0108,102.24,98.24,96.67,659.4465,0.0854,0.0135,0.9609,0
Kolhapur District,Radhanagari,2013,-0.0841,94.93,79.78,72.4,354.5699,0.1195,0.0232,0.8404,0
Kolhapur District,Radhanagari,2014,-0.0136,90.47,87.29,94.47,541.1812,0.0953,0.0156,0.9648,0
Kolhapur District,Radhanagari,2015,-0.0136,90.47,87.29,94.47,541.1812,0.0953,0.0156,0.9648,0
Kolhapur District,Radhanagari,2016,0.0454,102.1,109.23,116.58,656.6021,0.075,0.0127,1.0698,2
Kolhapur District,Radhanagari,2017,-0.162,124.63,93.05,85.89,740.6588,0.0784,0.0116,0.7466,1
Kolhapur District,Radhanagari,2018,0.0704,89.77,98.68,87.23,771.0344,0.1023,0.0186,1.0992,0
Kolhapur District,Radhanagari,2019,-0.0106,88.05,82.21,84.94,771.4746,0.0755,0.0127,0.9337,1
Kolhapur District,Radhanagari,2020,-0.0106,88.05,82.21,84.94,771.4746,0.0755,0.0127,0.9337,1
Kolhapur District,Radhanagari,2021,-0.0981,91.49,73.79,75.32,668.855,0.0851,0.0147,0.8066,1
Kolhapur District,Radhanagari,2022,0.0471,88.94,92.71,94.05,746.9441,0.0727,0.0134,1.0425,0
Kolhapur District,Radhanagari,2023,0.0471,88.94,92.71,94.05,746.9441,0.0727,0.0134,1.0425,0
Kolhapur District,Radhanagari,2024,0.0471,88.94,92.71,94.05,746.9441,0.0727,0.0134,1.0425,0
Kolhapur District,Shahuwadi,2010,0.0522,92.05,89.81,82.39,211.6611,0.1488,0.0166,0.9757,0
Kolhapur District,Shahuwadi,2011,0.0278,107.35,111.97,105.16,796.4042,0.0688,0.0127,1.0431,2
Kolhapur District,Shahuwadi,2012,0.01,111.75,112.9,106.99,524.9622,0.0881,0.0164,1.0103,2
Kolhapur District,Shahuwadi,2013,0.0262,106.03,111.07,100.42,621.0741,0.0795,0.0151,1.0475,0
Kolhapur District,Shahuwadi,2014,0.0408,115.85,122.82,130.35,608.6913,0.0816,0.0134,1.0602,2
Kolhapur District,Shahuwadi,2015,-0.0864,125.94,105.5,90.55,746.2104,0.0863,0.0161,0.8377,2
Kolhapur District,Shahuwadi,2016,-0.1443,143.77,109.14,98.3,844.7659,0.0734,0.0119,0.7592,2
Kolhapur District,Shahuwadi,2017,-0.0083,97.75,91.14,85.95,911.452,0.0729,0.0136,0.9324,1
Kolhapur District,Shahuwadi,2018,0.0536,86.87,93.55,86.19,770.6936,0.096,0.0146,1.0769,0
Kolhapur District,Shahuwadi,2019,-0.0517,100.99,89.47,89.6,938.0324,0.0673,0.0115,0.8859,1
Kolhapur District,Shahuwadi,2020,-0.0517,101.01,89.49,89.62,931.4442,0.0681,0.0115,0.8859,1
Kolhapur District,Shahuwadi,2021,-0.0674,86.12,73.31,75.61,710.0969,0.0754,0.0138,0.8513,1
Kolhapur District,Shahuwadi,2022,-0.0674,86.12,73.31,75.61,710.0969,0.0754,0.0138,0.8513,1
Kolhapur District,Shahuwadi,2023,0.0175,101.8,101.3,94.11,1387.3164,0.0568,0.0107,0.9951,1
Kolhapur District,Shahuwadi,2024,0.0486,92.92,98.44,106.68,999.8391,0.0634,0.0114,1.0595,0
Latur District,Ahmadpur,2010,-0.0359,112.61,102.68,94.93,171.905,0.168,0.0177,0.9118,0
Latur District,Ahmadpur,2011,0.0321,97.39,101.79,114.36,631.3275,0.0942,0.0131,1.0452,0
Latur District,Ahmadpur,2012,0.0321,97.39,101.79,114.36,631.3275,0.0942,0.0131,1.0452,0
Latur District,Ahmadpur,2013,-0.0777,150.12,127.8,123.43,758.4299,0.0854,0.0123,0.8513,2
Latur District,Ahmadpur,2014,0.0305,106.05,106.34,109.75,1044.4655,0.0822,0.011,1.0027,2
Latur District,Ahmadpur,2015,0.0305,106.05,106.34,109.75,1044.4655,0.0822,0.011,1.0027,2
Latur District,Ahmadpur,2016,0.015,114.51,114.95,116.6,1088.5587,0.0672,0.0111,1.0039,2
Latur District,Ahmadpur,2017,-0.0665,132.63,114.71,103.29,1544.3473,0.0622,0.0092,0.8649,2
Latur District,Ahmadpur,2018,-0.0665,132.63,114.71,103.29,1544.3473,0.0622,0.0092,0.8649,2
Latur District,Ahmadpur,2019,-0.0791,112.52,96.81,79.82,849.4696,0.0791,0.0112,0.8604,1
Latur District,Ahmadpur,2020,-0.0274,110.24,104.49,90.09,366.8742,0.1311,0.0206,0.9478,0
Latur District,Ahmadpur,2021,-0.0723,114.75,97.06,95.2,857.7785,0.0821,0.0107,0.8458,1
Latur District,Ahmadpur,2022,-0.1013,116.56,96.31,87.27,1021.3769,0.072,0.0105,0.8262,1
Latur District,Ahmadpur,2023,-0.0108,107.3,102.4,97.12,1291.1105,0.0769,0.0112,0.9543,1
Latur District,Ahmadpur,2024,-0.0108,107.3,102.4,97.12,1291.1105,0.0769,0.0112,0.9543,1
Latur District,Chakur,2010,-0.0113,106.31,99.75,89.66,363.1348,0.0898,0.0133,0.9383,0
Latur District,Chakur,2011,-0.0113,106.31,99.75,89.66,363.1348,0.0898,0.0133,0.9383,0
Latur District,Chakur,2012,-0.0673,97.69,86.06,75.77,362.3597,0.1365,0.0195,0.881,0
Latur District,Chakur,2013,-0.1197,138.47,108.42,86.5,799.7107,0.091,0.0111,0.783,2
Latur District,Chakur,2014,0.0655,91.28,95.08,94.07,625.0989,0.1033,0.0132,1.0417,0
Latur District,Chakur,2015,-0.0116,103.46,94.73,86.04,708.5755,0.0975,0.0123,0.9156,1
Latur District,Chakur,2016,0.0603,86.13,91.36,93.68,685.8451,0.1001,0.0133,1.0607,0
Latur District,Chakur,2017,-0.0169,119.14,107.79,93.15,1028.0374,0.0785,0.0097,0.9048,2
Latur District,Chakur,2018,-0.0169,119.14,107.79,93.15,1028.0374,0.0785,0.0097,0.9048,2
Latur District,Chakur,2019,-0.037,111.19,99.52,86.19,812.9387,0.0891,0.0114,0.8951,1
Latur District,Chakur,2020,-0.0285,105.3,99.32,83.0,201.3012,0.1766,0.0255,0.9432,0
Latur District,Chakur,2021,-0.0052,108.87,100.68,89.58,480.3032,0.1037,0.0131,0.9248,0
Latur District,Chakur,2022,0.0657,85.1,90.12,86.75,592.4669,0.1046,0.0146,1.059,0
Latur District,Chakur,2023,0.0432,90.1,92.05,85.57,757.9271,0.0958,0.0134,1.0216,0
Latur District,Chakur,2024,-0.0052,108.87,100.68,89.58,480.3032,0.1037,0.0131,0.9248,0
Latur District,Deoni,2010,-0.0002,114.83,114.25,113.01,426.1756,0.0924,0.0165,0.9949,2
Latur District,Deoni,2011,-0.0002,114.83,114.25,113.01,426.1756,0.0924,0.0165,0.9949,2
Latur District,Deoni,2012,-0.145,115.51,90.72,75.48,1099.1,0.0662,0.0096,0.7854,1
Latur District,Deoni,2013,-0.1711,118.93,89.69,73.65,1125.342,0.067,0.01,0.7541,1
Latur District,Deoni,2014,0.1041,93.61,111.39,112.35,507.4872,0.1005,0.018,1.1898,0
Latur District,Deoni,2015,0.0686,98.32,109.89,109.78,553.7317,0.0943,0.0162,1.1176,0
Latur District,Deoni,2016,-0.1232,116.96,92.03,76.07,680.1131,0.0875,0.0128,0.7868,1
Latur District,Deoni,2017,-0.1239,135.84,108.49,99.08,1105.4456,0.0668,0.0095,0.7987,2
Latur District,Deoni,2018,-0.1113,123.42,99.3,98.17,815.1829,0.0786,0.0126,0.8046,2
Latur District,Deoni,2019,-0.1312,121.38,96.14,85.1,943.5769,0.0784,0.0108,0.792,1
Latur District,Deoni,2020,-0.1002,112.52,93.08,83.97,1012.547,0.079,0.0105,0.8273,1
Latur District,Deoni,2021,-0.1264,120.52,95.64,84.74,871.6653,0.0795,0.0114,0.7936,1
Latur District,Deoni,2022,-0.111,96.78,78.6,83.67,672.1342,0.09,0.0134,0.8122,1
Latur District,Deoni,2023,-0.145,115.51,90.72,75.48,1099.1,0.0662,0.0096,0.7854,1
Latur District,Deoni,2024,-0.1239,135.84,108.49,99.08,1105.4456,0.0668,0.0095,0.7987,2
Latur District,Latur,2010,-0.0091,102.42,97.03,86.96,696.7705,0.0624,0.012,0.9474,1
Latur District,Latur,2011,0.0216,106.61,109.86,110.67,1031.8779,0.0575,0.0099,1.0305,2
Latur District,Latur,2012,0.0216,106.61,109.86,110.67,1031.8779,0.0575,0.0099,1.0305,2
Latur District,Latur,2013,0.0056,112.43,112.59,105.82,680.4225,0.071,0.0123,1.0013,2
Latur District,Latur,2014,-0.0923,133.93,113.14,100.07,907.375,0.0632,0.0101,0.8448,2
Latur District,Latur,2015,-0.0563,122.06,109.65,93.11,1299.2486,0.0519,0.009,0.8983,2
Latur District,Latur,2016,-0.056,127.92,114.8,106.39,1356.1045,0.0545,0.0092,0.8975,2
Latur District,Latur,2017,-0.0747,134.62,116.68,103.78,1313.7353,0.0542,0.0091,0.8667,2
Latur District,Latur,2018,-0.0686,116.66,100.61,92.16,1174.3847,0.0534,0.0093,0.8624,1
Latur District,Latur,2019,-0.0408,120.35,109.59,95.64,1550.1877,0.0466,0.0084,0.9106,1
Latur District,Latur,2020,-0.0408,120.35,109.59,95.64,1550.1877,0.0466,0.0084,0.9106,1
Latur District,Latur,2021,-0.0341,105.19,97.43,88.62,1627.9649,0.0501,0.0088,0.9263,1
Latur District,Latur,2022,-0.0461,111.51,101.36,91.5,1599.5982,0.0465,0.0089,0.9089,1
Latur District,Latur,2023,-0.0227,107.53,101.57,94.51,1527.8492,0.048,0.009,0.9446,1
Latur District,Latur,2024,0.0157,105.11,107.33,109.34,1040.8532,0.0568,0.0101,1.021,2
Latur District,Nilanga,2010,-0.0283,109.24,101.52,91.15,163.7839,0.1608,0.019,0.9293,0
Latur District,Nilanga,2011,-0.0283,109.24,101.52,91.15,163.7839,0.1608,0.019,0.9293,0
Latur District,Nilanga,2012,-0.2051,80.74,56.61,36.19,636.1933,0.0895,0.0131,0.7011,1
Latur District,Nilanga,2013,-0.2128,77.7,53.39,33.53,652.858,0.0825,0.013,0.6871,1
Latur District,Nilanga,2014,0.0284,103.92,103.99,106.53,783.1168,0.0762,0.0111,1.0006,2
Latur District,Nilanga,2015,-0.121,126.77,101.53,82.12,902.7651,0.0667,0.0107,0.8009,1
Latur District,Nilanga,2016,0.0304,103.2,103.75,102.34,864.3391,0.0674,0.0103,1.0053,2
Latur District,Nilanga,2017,-0.0871,113.17,95.0,80.04,1222.6983,0.0561,0.0088,0.8394,1
Latur District,Nilanga,2018,-0.0713,101.77,87.23,76.38,749.9128,0.0777,0.0119,0.8571,1
Latur District,Nilanga,2019,-0.0636,105.26,93.22,80.09,1206.0535,0.0567,0.0093,0.8857,1
Latur District,Nilanga,2020,-0.0879,101.09,85.98,72.65,998.907,0.0596,0.0099,0.8505,1
Latur District,Nilanga,2021,-0.0879,101.09,85.98,72.65,998.907,0.0596,0.0099,0.8505,1
Latur District,Nilanga,2022,-0.0603,107.74,94.18,79.86,774.5207,0.0776,0.0137,0.8742,1
Latur District,Nilanga,2023,-0.0603,107.74,94.18,79.86,774.5207,0.0776,0.0137,0.8742,1
Latur District,Nilanga,2024,-0.0415,111.32,100.87,85.82,924.189,0.0807,0.0131,0.9061,1
Latur District,Renapur,2010,-0.0182,99.93,94.83,86.12,272.5586,0.1098,0.018,0.949,0
Latur District,Renapur,2011,-0.0803,91.44,78.51,68.94,403.3561,0.1137,0.0198,0.8585,1
Latur District,Renapur,2012,-0.0911,82.59,69.9,58.28,453.3135,0.1099,0.0158,0.8463,1
Latur District,Renapur,2013,-0.0911,82.59,69.9,58.28,453.3135,0.1099,0.0158,0.8463,1
Latur District,Renapur,2014,0.1211,55.1,66.55,68.13,445.1572,0.1324,0.0269,1.2078,0
Latur District,Renapur,2015,-0.1423,95.67,74.65,60.03,741.429,0.0925,0.0152,0.7802,1
Latur District,Renapur,2016,0.2108,55.99,75.52,80.2,499.1981,0.1148,0.0216,1.3489,0
Latur District,Renapur,2017,-0.0927,109.13,90.67,65.21,855.379,0.0827,0.0145,0.8308,1
Latur District,Renapur,2018,-0.0026,73.38,72.71,72.49,665.2939,0.0914,0.015,0.9908,0
Latur District,Renapur,2019,-0.0834,88.57,74.92,64.38,1053.9264,0.0769,0.0116,0.8459,1
Latur District,Renapur,2020,-0.0834,88.57,74.92,64.38,1053.9264,0.0769,0.0116,0.8459,1
Latur District,Renapur,2021,-0.1046,90.7,72.38,63.68,504.0392,0.1004,0.016,0.798,1
Latur District,Renapur,2022,-0.0856,80.16,66.66,59.45,683.8605,0.0896,0.0139,0.8316,1
Latur District,Renapur,2023,-0.0162,69.82,67.3,65.15,658.1044,0.1005,0.0171,0.9639,0
Latur District,Shirur-Anantpal,2010,0.0265,89.86,90.98,82.58,314.2058,0.1059,0.0177,1.0124,0
Latur District,Shirur-Anantpal,2011,0.0267,89.82,90.92,82.53,315.7641,0.1062,0.0177,1.0123,0
Latur District,Shirur-Anantpal,2012,0.0267,89.82,90.92,82.53,315.7641,0.1062,0.0177,1.0123,0
Latur District,Shirur-Anantpal,2013,-0.1416,139.8,106.18,85.35,1012.4042,0.0794,0.0105,0.7596,1
Latur District,Shirur-Anantpal,2014,0.1061,91.0,106.55,112.51,507.2247,0.098,0.0153,1.1709,0
Latur District,Shirur-Anantpal,2015,-0.073,100.84,87.42,74.65,844.5115,0.0733,0.0118,0.8669,1
Latur District,Shirur-Anantpal,2016,0.0851,72.83,81.55,86.26,703.5516,0.0755,0.0142,1.1198,0
Latur District,Shirur-Anantpal,2017,-0.0055,102.53,96.28,85.51,1012.1918,0.0647,0.0104,0.939,1
Latur District,Shirur-Anantpal,2018,-0.0055,102.57,96.31,85.54,1010.5437,0.0647,0.0104,0.939,1
Latur District,Shirur-Anantpal,2019,-0.0184,89.06,82.36,72.16,974.6735,0.0675,0.0111,0.9248,1
Latur District,Shirur-Anantpal,2020,-0.0282,118.3,111.88,97.91,178.9028,0.1593,0.0312,0.9458,0
Latur District,Shirur-Anantpal,2021,-0.0909,89.78,73.32,58.03,683.4374,0.0809,0.0115,0.8166,1
Latur District,Shirur-Anantpal,2022,0.0215,89.09,89.42,88.44,640.6515,0.0867,0.0148,1.0037,0
Latur District,Shirur-Anantpal,2023,0.0215,89.09,89.42,88.44,640.6515,0.0867,0.0148,1.0037,0
Latur District,Shirur-Anantpal,2024,0.0215,89.09,89.42,88.44,640.6515,0.0867,0.0148,1.0037,0
Latur District,Udgir,2010,-0.0398,119.86,108.37,97.96,290.0907,0.1012,0.0137,0.9042,2
Latur District,Udgir,2011,0.0173,128.59,131.96,141.54,474.9887,0.0851,0.0158,1.0262,2
Latur District,Udgir,2012,-0.0889,155.63,132.61,117.14,992.2726,0.069,0.0123,0.8521,2
Latur District,Udgir,2013,0.0768,106.84,119.61,118.53,727.746,0.0761,0.0127,1.1195,2
Latur District,Udgir,2014,0.0768,106.84,119.61,118.53,727.746,0.0761,0.0127,1.1195,2
Latur District,Udgir,2015,0.0768,106.84,119.61,118.53,727.746,0.0761,0.0127,1.1195,2
Latur District,Udgir,2016,-0.0128,128.43,125.26,122.81,1075.3064,0.0565,0.0096,0.9753,2
Latur District,Udgir,2017,-0.0871,154.94,131.0,114.96,1035.1405,0.0615,0.0114,0.8455,2
Latur District,Udgir,2018,-0.0758,122.1,104.69,104.86,1056.3004,0.0596,0.011,0.8574,2
Latur District,Udgir,2019,0.0187,110.23,112.06,109.04,1250.2746,0.0521,0.0087,1.0165,2
Latur District,Udgir,2020,-0.0696,117.72,103.69,96.07,1172.9456,0.0559,0.0091,0.8809,1
Latur District,Udgir,2021,-0.0377,95.0,86.69,81.37,861.393,0.0769,0.0112,0.9125,1
Latur District,Udgir,2022,-0.0708,124.66,109.79,102.66,1045.8181,0.0563,0.0095,0.8807,2
Latur District,Udgir,2023,-0.0483,115.96,105.53,98.02,1046.7904,0.0621,0.0101,0.9101,2
Latur District,Udgir,2024,-0.0483,115.96,105.53,98.02,1046.7904,0.0621,0.0101,0.9101,2
Nagpur District,Bhiwapur,2010,0.005,93.4,90.37,80.91,759.9434,0.0717,0.0116,0.9676,1
Nagpur District,Bhiwapur,2011,0.0014,90.74,87.63,78.93,757.6157,0.074,0.0123,0.9657,1
Nagpur District,Bhiwapur,2012,-0.0142,103.17,96.86,87.04,838.4195,0.0689,0.0116,0.9388,1
Nagpur District,Bhiwapur,2013,-0.0437,104.32,95.32,95.37,588.22,0.0908,0.0146,0.9137,1
Nagpur District,Bhiwapur,2014,-0.0718,125.54,108.24,103.9,644.2372,0.0792,0.0136,0.8622,2
Nagpur District,Bhiwapur,2015,-0.0437,104.32,95.32,95.37,588.22,0.0908,0.0146,0.9137,1
Nagpur District,Bhiwapur,2016,-0.0149,95.11,90.55,92.67,658.1442,0.0788,0.0136,0.9521,1
Nagpur District,Bhiwapur,2017,0.0345,80.52,81.11,73.56,688.9462,0.0804,0.0126,1.0074,0
Nagpur District,Bhiwapur,2018,0.1874,68.11,91.96,94.48,541.3957,0.0961,0.0163,1.3503,0
Nagpur District,Bhiwapur,2019,0.0047,103.1,95.92,79.52,601.8419,0.0908,0.0128,0.9303,1
Nagpur District,Bhiwapur,2020,0.1085,84.75,93.72,86.99,670.0081,0.0933,0.0144,1.1059,0
Nagpur District,Bhiwapur,2021,0.094,77.98,89.19,80.95,852.7734,0.0731,0.0117,1.1438,0
Nagpur District,Bhiwapur,2022,0.1111,83.13,95.99,100.52,517.9347,0.096,0.0148,1.1548,0
Nagpur District,Bhiwapur,2023,0.1111,83.13,95.99,100.52,517.9347,0.096,0.0148,1.1548,0
Nagpur District,Bhiwapur,2024,0.0895,79.47,88.51,93.59,541.5694,0.0955,0.013,1.1138,0
Nagpur District,Hingna,2010,-0.094,109.48,91.43,76.04,599.8045,0.1055,0.017,0.8351,1
Nagpur District,Hingna,2011,-0.0116,86.57,83.55,74.16,644.8045,0.1152,0.02,0.9651,0
Nagpur District,Hingna,2012,-0.0043,101.31,99.63,93.05,479.0903,0.1085,0.0184,0.9835,0
Nagpur District,Hingna,2013,0.0239,101.61,105.08,108.23,568.117,0.0928,0.0154,1.0341,0
Nagpur District,Hingna,2014,-0.1086,119.32,96.86,88.87,969.1337,0.0701,0.0112,0.8117,1
Nagpur District,Hingna,2015,-0.0965,121.13,101.18,87.18,734.1199,0.0922,0.0154,0.8353,1
Nagpur District,Hingna,2016,-0.079,122.87,104.47,99.76,1034.7549,0.0664,0.0107,0.8503,2
Nagpur District,Hingna,2017,0.0121,89.61,89.1,84.25,1221.9666,0.0744,0.013,0.9943,1
Nagpur District,Hingna,2018,-0.0561,109.01,96.18,88.55,1072.9107,0.0597,0.01,0.8824,1
Nagpur District,Hingna,2019,-0.0645,116.73,102.85,98.81,1260.0022,0.059,0.0102,0.8811,1
Nagpur District,Hingna,2020,0.0111,106.39,109.69,103.45,292.1029,0.1638,0.0304,1.031,0
Nagpur District,Hingna,2021,0.0571,77.39,82.84,83.89,938.5532,0.092,0.0156,1.0705,0
Nagpur District,Hingna,2022,-0.023,89.92,83.76,80.79,1184.4939,0.0676,0.0116,0.9314,1
Nagpur District,Hingna,2023,-0.0403,94.09,86.13,89.74,1041.2978,0.0729,0.0119,0.9154,1
Nagpur District,Hingna,2024,0.0042,85.53,84.67,88.02,1103.8282,0.0788,0.0132,0.9899,1
Nagpur District,Kalameshwar,2010,-0.0589,74.27,66.18,57.57,506.6054,0.131,0.0206,0.8911,0
Nagpur District,Kalameshwar,2011,-0.1212,99.84,79.36,61.18,474.3899,0.1317,0.0216,0.7949,1
Nagpur District,Kalameshwar,2012,-0.0589,74.27,66.18,57.57,506.6368,0.131,0.0206,0.8911,0
Nagpur District,Kalameshwar,2013,-0.0681,109.39,95.07,103.14,425.1736,0.1275,0.0219,0.8692,0
Nagpur District,Kalameshwar,2014,-0.0302,96.91,89.9,81.39,711.8316,0.097,0.0149,0.9277,1
Nagpur District,Kalameshwar,2015,-0.062,108.99,95.28,81.36,660.9422,0.1011,0.0163,0.8743,1
Nagpur District,Kalameshwar,2016,-0.1014,92.85,75.54,63.63,1003.5864,0.0835,0.0125,0.8136,1
Nagpur District,Kalameshwar,2017,-0.0982,122.59,100.73,89.8,842.5129,0.0873,0.0128,0.8216,1
Nagpur District,Kalameshwar,2018,-0.0844,100.96,85.09,73.32,875.884,0.0893,0.0136,0.8428,1
Nagpur District,Kalameshwar,2019,0.0126,95.83,94.69,88.64,944.1736,0.0798,0.0129,0.988,1
Nagpur District,Kalameshwar,2020,0.0215,88.21,89.36,86.26,909.7893,0.0836,0.0134,1.013,0
Nagpur District,Kalameshwar,2021,0.0337,76.44,76.39,67.52,846.8675,0.095,0.015,0.9993,0
Nagpur District,Kalameshwar,2022,0.0505,94.09,100.67,93.92,771.2737,0.0963,0.0161,1.07,0
Nagpur District,Kalameshwar,2023,0.0094,94.51,93.83,92.35,913.4996,0.0798,0.0128,0.9928,1
Nagpur District,Kalameshwar,2024,0.016,85.28,85.79,84.83,841.8202,0.0882,0.0132,1.006,0
Nagpur District,Kamthi,2010,0.0301,83.17,80.26,74.12,618.1483,0.1002,0.0127,0.965,0
Nagpur District,Kamthi,2011,-0.0853,103.56,87.38,73.67,980.262,0.07,0.0106,0.8437,1
Nagpur District,Kamthi,2012,-0.1002,111.54,91.81,70.6,1127.8498,0.0653,0.0099,0.8231,1
Nagpur District,Kamthi,2013,-0.0638,144.88,127.98,116.78,649.7167,0.0883,0.0125,0.8833,2
Nagpur District,Kamthi,2014,-0.0466,97.62,88.46,79.33,937.9765,0.0778,0.0114,0.9062,1
Nagpur District,Kamthi,2015,-0.0837,111.23,95.11,84.34,1005.9279,0.0686,0.0098,0.8551,1
Nagpur District,Kamthi,2016,-0.0206,127.34,120.9,116.72,1004.2591,0.066,0.01,0.9494,2
Nagpur District,Kamthi,2017,0.0061,96.17,91.05,76.19,956.1457,0.0743,0.0104,0.9468,1
Nagpur District,Kamthi,2018,-0.0422,104.73,92.45,82.61,875.5429,0.0694,0.0105,0.8828,1
Nagpur District,Kamthi,2019,-0.0707,107.16,91.46,75.9,1040.1689,0.0669,0.0099,0.8535,1
Nagpur District,Kamthi,2020,-0.0479,96.33,84.05,75.48,1107.7609,0.0636,0.0095,0.8725,1
Nagpur District,Kamthi,2021,-0.0318,104.85,96.16,87.16,581.6204,0.0916,0.0134,0.9172,1
Nagpur District,Kamthi,2022,0.0208,98.38,96.21,87.79,990.4041,0.0626,0.0097,0.978,1
Nagpur District,Kamthi,2023,0.0546,78.59,80.04,78.79,1010.3646,0.0708,0.0103,1.0184,1
Nagpur District,Kamthi,2024,0.0244,81.18,80.84,82.21,881.6846,0.0733,0.0112,0.9958,1
Nagpur District,Katol,2010,0.0391,98.12,102.96,99.87,392.4691,0.0907,0.0148,1.0493,0
Nagpur District,Katol,2011,0.0507,97.81,102.82,88.1,452.7902,0.0834,0.0134,1.0512,0
Nagpur District,Katol,2012,0.0179,106.5,107.54,99.93,568.8593,0.0784,0.0124,1.0097,2
Nagpur District,Katol,2013,0.0179,106.5,107.54,99.93,568.8593,0.0784,0.0124,1.0097,2
Nagpur District,Katol,2014,-0.0173,117.09,112.59,108.74,390.0825,0.0892,0.0168,0.9616,2
Nagpur District,Katol,2015,0.0915,100.37,111.34,114.66,720.6285,0.0696,0.011,1.1092,0
Nagpur District,Katol,2016,0.0915,100.37,111.34,114.66,720.6285,0.0696,0.011,1.1092,0
Nagpur District,Katol,2017,-0.0929,130.08,106.75,92.0,1066.4539,0.0592,0.0092,0.8207,2
Nagpur District,Katol,2018,-0.0261,115.66,105.74,101.74,895.1001,0.0607,0.0105,0.9142,2
Nagpur District,Katol,2019,0.0099,106.55,104.46,99.31,748.7302,0.0681,0.011,0.9804,2
Nagpur District,Katol,2020,0.0576,96.23,106.69,96.59,168.0712,0.162,0.031,1.1087,0
Nagpur District,Katol,2021,-0.176,139.31,100.74,90.61,1009.6214,0.0585,0.0098,0.7231,1
Nagpur District,Katol,2022,-0.1123,116.9,93.54,83.73,774.2732,0.0737,0.0114,0.8001,1
Nagpur District,Katol,2023,-0.0666,73.96,62.89,58.3,453.7222,0.098,0.0168,0.8503,1
Nagpur District,Katol,2024,0.0068,96.08,93.97,97.1,722.8136,0.0707,0.012,0.978,1
Nagpur District,Kuhi,2010,0.0232,108.74,111.78,115.04,720.6742,0.0895,0.0153,1.028,2
Nagpur District,Kuhi,2011,0.0137,112.14,112.64,113.32,672.0647,0.094,0.0152,1.0044,2
Nagpur District,Kuhi,2012,-0.0474,118.59,105.87,85.43,689.037,0.1044,0.0147,0.8927,2
Nagpur District,Kuhi,2013,-0.0763,117.67,100.52,84.24,617.0691,0.1025,0.0169,0.8542,1
Nagpur District,Kuhi,2014,0.0011,105.77,102.15,95.71,773.3756,0.0922,0.0135,0.9658,0
Nagpur District,Kuhi,2015,-0.0763,117.67,100.52,84.24,617.0691,0.1025,0.0169,0.8542,1
